Temp_min,Temp_max,DisO2_min,DisO2_max,pH_min,pH_max,Conductivity_min,Conductivity_max,N_min,N_max,Fecal_Col_min,Fecal_Col_max,Total_Coli_min,Total_Coli_max,BOD_avg,Type_RIVER,Type_LAKE ,Type_TANK ,Type_WETLAND ,Type_POND 
15.0,32.0,4.7,7.6,7.1,8.1,161.0,387.0,2.06,5.17,4.0,27.0,110.0,430.0,1.9,0,1,0,0,0
16.0,32.0,4.9,7.6,7.0,8.3,174.0,341.0,0.32,4.85,2.0,33.0,210.0,350.0,1.75,0,1,0,0,0
16.0,33.0,5.0,9.2,7.1,8.3,154.0,337.0,0.46,4.27,4.0,26.0,120.0,280.0,1.9,0,1,0,0,0
17.0,31.0,5.0,8.6,7.1,8.1,161.0,355.0,1.07,3.85,2.0,33.0,110.0,350.0,1.9,0,1,0,0,0
20.0,22.0,6.6,7.7,7.4,8.3,307.0,686.0,1.07,1.62,2.0,2.0,48.0,63.0,1.3,0,1,0,0,0
20.0,22.0,5.0,8.1,7.8,8.5,309.0,493.0,0.7,1.04,2.0,2.0,39.0,49.0,1.1,0,0,0,0,1
18.0,27.0,5.0,7.8,7.3,8.3,239.0,608.0,0.02,2.6,2.0,79.0,17.0,1600.0,3.3,0,0,0,0,1
18.0,26.0,5.4,7.9,7.0,8.2,250.0,619.0,0.23,2.6,2.0,63.0,17.0,1600.0,4.95,0,0,0,0,1
18.0,26.0,5.0,7.9,7.0,8.1,290.0,935.0,0.15,2.7,2.0,120.0,17.0,1600.0,3.4000000000000004,0,0,0,0,1
22.0,31.0,6.9,7.8,7.2,8.4,310.0,520.0,0.77,1.14,2.0,6.0,48.0,49.0,2.0,0,0,0,0,1
17.0,27.0,6.0,7.9,7.2,8.6,226.0,469.0,0.28,2.3,2.0,39.0,17.0,540.0,3.95,0,0,0,0,1
19.0,22.0,5.8,8.5,7.5,8.4,316.0,669.0,0.88,2.03,2.0,2.0,63.0,140.0,1.65,0,0,0,0,1
25.0,29.0,7.1,7.7,7.6,8.5,267.0,368.0,0.77,0.93,2.0,2.0,47.0,49.0,1.9,0,0,0,0,1
20.0,32.0,6.7,7.2,7.4,8.2,335.0,408.0,0.55,0.82,2.0,4.0,39.0,58.0,1.6,0,0,0,0,1
19.0,26.0,5.6,7.6,7.3,8.6,250.0,582.0,0.27,2.4,2.0,110.0,17.0,1600.0,3.05,0,0,0,0,1
20.0,22.0,6.4,7.6,8.0,8.5,346.0,481.0,0.7,1.1,2.0,2.0,38.0,48.0,1.15,0,0,0,0,1
18.0,24.0,6.8,7.9,7.1,8.0,240.0,376.0,0.3,2.1,2.0,4.0,31.0,49.0,1.9,0,0,1,0,0
15.0,28.0,6.8,7.5,7.1,7.5,140.0,200.0,0.9449383730484797,4.755774127310062,20.0,75.0,70.0,120.0,3.2,0,1,0,0,0
15.0,29.0,6.8,7.3,7.0,7.6,140.0,220.0,0.9449383730484797,4.755774127310062,5.0,25.0,20.0,75.0,3.3,0,1,0,0,0
15.0,29.0,6.7,7.5,6.9,7.5,130.0,220.0,0.9449383730484797,4.755774127310062,30.0,125.0,65.0,140.0,3.2,0,1,0,0,0
15.0,28.0,6.7,7.5,7.0,7.6,130.0,210.0,0.9449383730484797,4.755774127310062,10.0,70.0,40.0,95.0,3.25,0,1,0,0,0
15.0,28.0,7.0,7.7,7.1,7.4,130.0,200.0,0.9449383730484797,4.755774127310062,5.0,35.0,15.0,75.0,3.3,0,1,0,0,0
16.0,28.0,6.1,7.0,7.0,7.6,176.0,398.0,0.9449383730484797,4.755774127310062,25.0,75.0,75.0,155.0,3.65,0,0,0,0,1
15.0,28.0,6.6,7.4,7.0,7.3,150.0,350.0,0.9449383730484797,4.755774127310062,15.0,65.0,55.0,120.0,3.3,0,0,0,0,1
16.0,28.0,6.2,7.2,6.9,7.6,154.0,312.0,0.9449383730484797,4.755774127310062,45.0,85.0,120.0,185.0,3.6,0,0,0,0,1
15.0,27.0,7.0,7.3,7.2,7.5,108.0,310.0,0.9449383730484797,4.755774127310062,5.0,20.0,20.0,65.0,3.3,0,0,0,0,1
16.0,28.0,6.7,7.5,7.2,7.3,130.0,310.0,0.9449383730484797,4.755774127310062,5.0,25.0,30.0,60.0,3.4000000000000004,0,0,0,0,1
16.0,27.0,6.6,7.5,7.2,7.5,112.0,314.0,0.9449383730484797,4.755774127310062,5.0,40.0,40.0,70.0,3.3,0,0,0,0,1
16.0,28.0,5.8,7.1,7.0,7.6,170.0,357.0,0.9449383730484797,4.755774127310062,25.0,85.0,100.0,175.0,3.8,0,0,0,0,1
16.0,28.0,5.6,7.2,7.0,7.6,210.0,600.0,0.9449383730484797,4.755774127310062,40.0,90.0,90.0,165.0,3.7,0,0,0,0,1
17.0,27.0,5.8,7.0,7.0,7.6,330.0,560.0,0.9449383730484797,4.755774127310062,50.0,135.0,220.0,395.0,3.85,0,0,0,0,1
16.0,27.0,6.7,7.2,7.0,7.4,150.0,300.0,0.9449383730484797,4.755774127310062,15.0,45.0,45.0,90.0,3.4000000000000004,0,0,0,0,1
15.0,28.0,6.7,7.8,7.0,7.4,100.0,196.0,0.9449383730484797,4.755774127310062,5.0,30.0,25.0,60.0,3.25,0,0,0,0,1
15.0,28.0,6.8,7.7,7.3,7.5,100.0,210.0,0.9449383730484797,4.755774127310062,5.0,45.0,35.0,80.0,3.25,0,0,0,0,1
16.0,28.0,6.9,7.7,7.1,7.4,140.0,330.0,0.9449383730484797,4.755774127310062,10.0,40.0,35.0,85.0,3.3,0,0,0,0,1
16.0,28.0,6.7,7.7,7.0,7.4,110.0,589.0,0.9449383730484797,4.755774127310062,15.0,70.0,55.0,130.0,3.45,0,0,0,0,1
19.0,22.0,6.7,7.3,6.7,7.1,59.0,73.0,0.42,0.51,33.0,210.0,460.0,630.0,1.6,0,1,0,0,0
11.0,22.0,6.7,7.9,6.8,7.2,38.0,48.0,0.38,0.52,4.0,23.0,120.0,240.0,1.4,0,1,0,0,0
14.0,19.0,5.2,6.9,6.7,8.1,77.0,125.0,0.5,1.22,410.0,580.0,1700.0,2400.0,4.8,0,1,0,0,0
14.0,19.0,6.3,6.9,6.7,8.2,78.0,120.0,0.42,1.17,380.0,480.0,1300.0,2100.0,4.6,0,1,0,0,0
14.0,20.0,4.9,6.0,6.7,8.1,89.0,155.0,0.32,1.72,460.0,840.0,2100.0,2700.0,6.35,0,1,0,0,0
15.0,20.0,6.0,6.8,6.8,8.0,71.0,135.0,0.5,1.35,310.0,490.0,1100.0,2100.0,4.8,0,1,0,0,0
14.0,23.0,6.7,8.8,7.0,8.2,128.0,163.0,0.32,0.62,120.0,340.0,490.0,840.0,1.7000000000000002,0,1,0,0,0
12.0,25.0,5.7,10.0,6.8,7.8,56.0,303.0,0.02,0.02,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,1.65,0,1,0,0,0
15.0,30.0,5.0,10.0,7.3,8.1,93.0,320.0,0.02,0.32,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,1.75,0,0,0,0,1
15.0,26.0,2.7,10.4,6.8,7.7,249.0,599.0,0.02,0.42,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,2.1,0,0,0,0,1
21.0,34.0,2.0,8.6,7.2,8.4,119.0,231.0,0.4,2.4,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,1.9,0,1,0,0,0
21.0,32.0,3.3,8.4,6.9,8.3,195.0,297.0,0.4,0.9,1899.368138671069,2903798.391160677,13358.120033112582,17504450.224937864,1.7,0,1,0,0,0
16.0,33.0,4.0,8.0,6.9,7.8,109.0,191.0,0.32,1.42,78.0,4900.0,490.0,7900.0,1.55,0,1,0,0,0
20.0,33.0,4.6,8.3,6.8,8.0,119.0,234.0,0.32,0.72,45.0,7900.0,460.0,22000.0,1.95,0,1,0,0,0
20.0,34.0,5.2,8.4,6.9,8.4,115.0,180.0,0.32,3.33,45.0,11000.0,230.0,35000.0,1.65,0,1,0,0,0
20.0,34.0,5.6,8.2,6.9,7.9,103.0,193.0,0.32,1.46,78.0,2200.0,330.0,4900.0,1.75,0,1,0,0,0
16.0,32.0,6.1,9.0,7.4,8.5,328.0,30340.0,0.32,1.42,2.0,490.0,2.0,3500.0,1.75,0,1,0,0,0
21.0,33.0,5.3,9.0,6.9,8.5,1435.0,41560.0,0.32,1.13,20.0,1300.0,49.0,2800.0,2.0,0,1,0,0,0
17.0,32.0,3.8,7.4,7.6,8.5,306.0,699.0,0.32,2.36,20.0,2200.0,130.0,4900.0,6.4,0,1,0,0,0
20.0,30.0,2.6,8.6,6.9,7.6,302.0,445.0,0.32,1.72,45.0,22000.0,330.0,54000.0,1.55,0,0,0,0,1
17.0,34.0,4.4,10.5,7.9,9.2,494.0,1221.0,0.51,1.62,20.0,17000.0,130.0,54000.0,5.2,0,0,0,0,1
24.0,29.0,6.1,6.5,6.8,8.2,237.0,453.0,0.42,2.52,45.0,3300.0,230.0,24000.0,3.25,0,0,0,0,1
21.0,35.0,2.4,12.6,7.6,9.4,514.0,970.0,0.63,9.45,20.0,2300.0,45.0,7900.0,6.95,0,0,0,0,1
17.0,34.0,3.1,12.0,8.1,9.4,618.0,1231.0,0.67,1.96,78.0,13000.0,220.0,35000.0,6.35,0,0,0,0,1
23.0,34.0,1.9,10.9,7.0,9.1,310.0,854.0,0.32,2.38,110.0,4900.0,490.0,17000.0,9.05,0,0,0,0,1
17.0,27.0,2.4,11.4,6.9,8.3,482.0,923.0,0.62,5.82,20.0,24000.0,170.0,35000.0,6.75,0,0,0,0,1
18.0,34.0,2.8,11.1,7.1,9.0,418.0,1387.0,0.32,2.52,45.0,35000.0,130.0,54000.0,6.65,0,0,0,0,1
29.0,29.0,7.0,7.0,7.7,7.7,1219.0,1219.0,0.32,0.32,2.0,2.0,540.0,540.0,2.5,0,1,0,0,0
28.0,32.0,6.3,11.2,7.8,9.2,961.0,1642.0,0.32,0.32,2.0,94.0,110.0,350.0,4.5,0,1,0,0,0
28.0,32.0,6.0,8.8,8.5,8.9,310.0,451.0,0.32,0.32,2.0,70.0,84.0,350.0,1.9,0,1,0,0,0
15.0,32.0,7.2,9.0,7.7,8.2,180.0,423.0,0.9,1.8,260.0,2000.0,700.0,3900.0,1.85,0,1,0,0,0
15.0,31.0,6.9,9.1,7.6,8.3,190.0,379.0,1.1,2.2,210.0,2100.0,630.0,4600.0,2.05,0,1,0,0,0
12.0,38.0,7.7,9.2,7.5,8.2,142.0,217.0,0.3,1.0,18.0,40.0,70.0,140.0,1.05,0,1,0,0,0
24.0,29.0,5.2,6.9,7.6,8.6,536.0,700.0,3.13,5.23,67.0,140.0,140.0,220.0,1.9,0,1,0,0,0
3.0,30.0,4.1,5.2,7.2,8.6,596.0,1210.0,1.62,7.18,220.0,280.0,350.0,500.0,3.35,0,1,0,0,0
18.0,28.0,4.0,5.1,7.1,8.0,866.0,1159.0,2.0,3.48,150.0,240.0,300.0,530.0,3.45,0,1,0,0,0
24.0,26.0,4.9,6.7,7.3,7.5,144.0,312.0,1.12,1.71,40.0,110.0,90.0,220.0,3.0500000000000003,0,1,0,0,0
23.0,27.0,5.9,7.9,7.4,8.5,586.0,652.0,1.42,3.12,60.0,115.0,140.0,190.0,2.05,0,1,0,0,0
24.0,28.0,5.8,7.3,7.3,8.5,588.0,668.0,2.02,3.42,60.0,90.0,130.0,180.0,2.25,0,1,0,0,0
20.0,29.0,2.6,4.1,2.0,9.2,2430.0,3260.0,2.49,5.39,150.0,350.0,210.0,1600.0,4.0,0,1,0,0,0
19.0,33.0,3.7,4.6,7.8,8.5,312.0,508.0,0.88,3.09,110.0,280.0,210.0,1100.0,1.9,0,1,0,0,0
17.0,28.0,5.4,8.1,7.5,8.6,268.0,392.0,1.54,2.62,2.0,84.0,11.0,152.0,2.5,0,1,0,0,0
19.0,32.0,4.6,5.8,6.5,7.9,576.0,1143.0,2.12,4.92,60.0,150.0,130.0,460.0,2.4,0,1,0,0,0
10.0,22.0,4.5,6.8,6.6,8.4,164.0,403.0,1.66,2.04,2.0,94.0,13.0,175.0,2.6,0,1,0,0,0
18.0,29.0,3.5,4.2,7.3,7.9,820.0,1198.0,2.65,4.92,93.0,220.0,210.0,300.0,4.35,0,1,0,0,0
23.0,28.0,5.1,5.9,7.4,8.5,230.0,602.0,2.22,3.15,64.0,130.0,120.0,220.0,2.45,0,1,0,0,0
17.0,29.0,2.9,4.7,7.4,8.0,344.0,528.0,1.24,2.46,64.0,150.0,150.0,280.0,2.35,0,1,0,0,0
19.0,36.0,5.8,7.6,7.3,8.5,519.0,883.0,1.37,3.13,75.0,140.0,170.0,240.0,2.7,0,1,0,0,0
20.0,36.0,5.4,7.1,7.7,8.6,515.0,787.0,1.43,6.92,93.0,140.0,170.0,280.0,2.9,0,1,0,0,0
17.0,31.0,5.2,7.2,7.3,7.6,194.0,2359.0,0.93,1.84,14.0,80.0,26.0,140.0,1.8,0,1,0,0,0
18.0,28.0,3.9,5.2,6.9,8.4,478.0,719.0,1.42,3.46,39.0,130.0,120.0,220.0,2.45,0,1,0,0,0
17.0,28.0,4.2,5.5,6.8,8.4,1130.0,2000.0,2.12,4.79,78.0,170.0,210.0,280.0,2.35,0,1,0,0,0
23.0,28.0,6.1,7.8,7.1,8.1,379.0,882.0,1.22,4.94,50.0,140.0,120.0,240.0,2.1,0,0,0,0,1
2.0,9.0,8.4,10.0,7.0,7.3,88.0,130.0,1.8,4.7,21.0,58.0,59.0,113.0,2.15,0,1,0,0,0
1.0,8.0,7.7,9.6,6.6,7.5,93.0,132.0,1.8,4.9,30.0,77.0,53.0,170.0,2.15,0,1,0,0,0
18.0,29.0,5.2,6.8,6.4,7.6,87.0,311.0,0.32,2.58,17.0,33.0,38.0,70.0,1.5,0,1,0,0,0
27.0,30.0,6.1,7.6,7.1,8.1,508.0,819.0,0.32,0.32,2.0,2.0,2.0,93.0,2.0,0,1,0,0,0
26.0,30.0,6.1,7.3,7.1,8.5,882.0,1288.0,0.32,1.27,2.0,45.0,18.0,170.0,2.0,0,1,0,0,0
26.0,29.0,5.6,7.4,6.8,7.9,9470.0,53000.0,0.32,3.23,2.0,2.0,2.0,68.0,2.5,0,1,0,0,0
26.0,28.0,6.2,7.4,7.0,7.9,389.0,607.0,0.32,0.32,2.0,40.0,20.0,170.0,2.5,0,1,0,0,0
14.0,19.0,2.1,7.3,5.4,8.5,248.0,480.0,0.32,0.73,170.0,310.0,320.0,630.0,3.65,0,1,0,0,0
21.0,34.0,6.0,6.8,6.1,8.6,351.0,809.0,0.32,0.6,9.0,26.0,24.0,49.0,1.8,0,1,0,0,0
19.0,27.0,3.5,6.9,6.1,8.4,205.0,372.0,0.32,0.65,17.0,310.0,26.0,630.0,3.2,0,1,0,0,0
25.0,30.0,5.3,7.3,6.5,7.7,1040.0,1518.0,0.32,2.21,2.0,2.0,36.0,78.0,1.5,0,0,1,0,0
25.0,35.0,0.3,4.7,6.3,8.2,864.0,1535.0,2.8,6.6,6.0,34.0,280.0,540.0,9.0,0,1,0,0,0
20.0,28.0,0.3,5.2,6.9,8.1,596.0,1047.0,3.4,4.1,9.0,48.0,350.0,430.0,8.6,0,1,0,0,0
25.0,29.0,0.3,3.7,7.0,8.1,792.0,1603.0,2.04,10.12,14.0,27.0,430.0,540.0,8.4,0,1,0,0,0
24.0,28.0,0.3,4.7,7.1,8.3,513.0,1602.0,0.62,8.02,2.0,33.0,110.0,540.0,6.9,0,1,0,0,0
28.0,28.0,2.6,2.6,7.4,7.4,631.0,631.0,0.9449383730484797,4.755774127310062,17.0,17.0,150.0,150.0,3.6,0,1,0,0,0
25.0,32.0,0.3,1.2,6.9,7.9,895.0,1489.0,3.0,8.93,6.0,46.0,350.0,540.0,13.0,0,1,0,0,0
22.0,27.0,0.3,4.2,6.7,8.0,438.0,1117.0,0.98,17.02,6.0,34.0,350.0,540.0,22.1,0,1,0,0,0
25.0,32.0,0.3,3.8,7.2,7.7,768.0,1260.0,2.8,13.95,11.0,41.0,350.0,540.0,12.0,0,1,0,0,0
25.0,32.0,0.3,3.9,5.8,8.2,1199.0,1930.0,2.62,8.6,11.0,47.0,350.0,540.0,13.0,0,1,0,0,0
22.0,28.0,0.3,3.9,7.4,8.3,932.0,1124.0,0.82,2.2,8.0,27.0,350.0,480.0,5.55,0,1,0,0,0
25.0,33.0,0.3,3.5,6.8,8.4,1862.0,2347.0,3.8,10.02,14.0,47.0,350.0,920.0,10.5,0,1,0,0,0
21.0,26.0,5.4,7.2,7.1,8.2,414.0,767.0,3.14,10.13,6.0,15.0,76.0,170.0,2.9,0,1,0,0,0
20.0,30.0,0.3,4.2,7.0,7.7,979.0,1524.0,3.2,22.9,9.0,27.0,430.0,540.0,11.5,0,1,0,0,0
25.0,32.0,0.3,2.9,7.0,8.0,1164.0,1622.0,3.62,8.22,11.0,47.0,430.0,540.0,11.1,0,1,0,0,0
25.0,28.0,0.3,3.4,7.3,7.5,915.0,1109.0,3.3,4.8,17.0,33.0,430.0,430.0,3.6,0,1,0,0,0
25.0,32.0,0.3,3.2,7.0,8.0,771.0,1331.0,2.2,6.4,11.0,43.0,250.0,540.0,8.0,0,1,0,0,0
20.0,30.0,1.0,5.8,6.9,8.4,488.0,1038.0,2.8,11.12,12.0,33.0,280.0,540.0,5.6,0,1,0,0,0
25.0,28.0,0.3,3.0,7.0,7.8,883.0,1746.0,3.7,12.02,4.0,43.0,14.0,540.0,12.1,0,1,0,0,0
24.0,30.0,0.3,4.2,7.4,8.3,488.0,705.0,1.89,10.02,4.0,38.0,170.0,430.0,3.0,0,1,0,0,0
22.0,28.0,0.3,3.0,7.2,8.0,1192.0,1720.0,2.8,9.8,11.0,41.0,350.0,540.0,6.1,0,1,0,0,0
24.0,29.0,0.3,3.8,7.3,8.3,870.0,1793.0,3.01,12.22,8.0,47.0,350.0,540.0,8.6,0,1,0,0,0
26.0,30.0,1.0,2.6,7.0,7.4,754.0,902.0,3.2,3.2,7.0,33.0,430.0,540.0,3.0,0,1,0,0,0
20.0,30.0,0.3,4.6,7.1,8.3,933.0,1580.0,2.8,22.5,9.0,25.0,350.0,540.0,9.7,0,1,0,0,0
20.0,29.0,0.3,3.9,6.9,8.4,727.0,1336.0,2.8,6.82,6.0,34.0,350.0,540.0,15.5,0,1,0,0,0
25.0,31.0,0.3,3.9,7.2,7.9,721.0,1242.0,2.62,7.12,8.0,140.0,240.0,540.0,9.1,0,1,0,0,0
24.0,30.0,5.1,6.4,7.5,8.5,441.0,568.0,0.3,8.02,2.0,2.0,12.0,70.0,3.5,0,1,0,0,0
25.0,30.0,0.3,4.7,7.3,8.0,994.0,1566.0,3.8,20.8,32.0,430.0,350.0,1600.0,11.5,0,1,0,0,0
22.0,26.0,5.7,6.9,6.9,8.2,692.0,1040.0,3.15,19.16,7.0,24.0,92.0,220.0,3.5500000000000003,0,1,0,0,0
23.0,25.0,6.0,6.9,7.2,7.9,553.0,1665.0,5.06,30.15,2.0,8.0,10.0,27.0,3.1,0,1,0,0,0
26.0,28.0,0.3,0.3,6.9,7.5,1389.0,1471.0,4.24,5.8,14.0,39.0,430.0,540.0,8.0,0,1,0,0,0
25.0,30.0,0.9,4.6,7.2,8.4,869.0,1384.0,2.46,7.42,11.0,46.0,430.0,540.0,12.8,0,1,0,0,0
25.0,35.0,2.5,5.6,7.1,8.4,480.0,681.0,1.22,5.6,2.0,58.0,220.0,430.0,4.5,0,1,0,0,0
18.0,36.0,5.3,6.6,7.3,8.1,575.0,894.0,4.08,11.12,2.0,9.0,42.0,79.0,3.25,0,1,0,0,0
20.0,30.0,0.3,5.5,6.9,8.3,400.0,1108.0,1.92,9.22,8.0,34.0,280.0,540.0,11.8,0,1,0,0,0
24.0,30.0,0.3,2.8,7.0,7.9,723.0,1411.0,1.62,8.12,4.0,38.0,350.0,540.0,7.5,0,1,0,0,0
22.0,27.0,0.3,4.1,7.4,8.1,789.0,2075.0,1.2,7.44,11.0,33.0,430.0,920.0,7.75,0,1,0,0,0
25.0,28.0,0.3,3.8,7.2,8.5,874.0,1394.0,1.0,4.2,4.0,39.0,63.0,540.0,6.0,0,1,0,0,0
25.0,28.0,0.3,3.2,7.2,7.9,998.0,1975.0,2.8,9.78,11.0,39.0,350.0,540.0,6.5,0,1,0,0,0
20.0,30.0,0.3,3.1,7.1,7.9,714.0,1708.0,2.8,22.5,11.0,33.0,350.0,920.0,25.0,0,1,0,0,0
23.0,29.0,5.3,6.5,7.7,8.5,117.0,1382.0,0.3,1.92,2.0,2.0,12.0,70.0,1.25,0,1,0,0,0
23.0,30.0,2.2,5.0,7.4,8.5,1173.0,1848.0,1.0,3.9,10.0,34.0,280.0,430.0,5.6,0,1,0,0,0
25.0,29.0,0.3,3.6,6.9,8.2,967.0,1953.0,3.86,16.02,11.0,34.0,430.0,540.0,26.5,0,1,0,0,0
20.0,30.0,0.3,3.9,7.2,8.1,920.0,1378.0,3.2,20.15,11.0,79.0,350.0,540.0,27.6,0,1,0,0,0
28.0,28.0,1.0,1.0,7.5,7.5,655.0,655.0,2.32,2.32,11.0,11.0,350.0,350.0,4.0,0,1,0,0,0
28.0,32.0,4.0,7.2,7.2,8.4,1119.0,1758.0,0.02,19.02,2.0,350.0,23.0,1600.0,26.0,0,1,0,0,0
25.0,28.0,0.3,0.3,7.3,7.6,1305.0,2185.0,3.2,3.2,11.0,39.0,430.0,540.0,14.0,0,1,0,0,0
25.0,32.0,0.3,3.8,7.1,8.0,1023.0,1930.0,3.9,9.32,15.0,46.0,350.0,540.0,15.0,0,1,0,0,0
24.0,29.0,0.3,5.0,7.5,8.2,848.0,1552.0,3.56,11.02,9.0,26.0,210.0,540.0,6.65,0,1,0,0,0
25.0,28.0,0.3,3.2,7.0,7.3,575.0,1202.0,3.2,5.4,10.0,33.0,350.0,430.0,6.0,0,1,0,0,0
24.0,29.0,0.3,3.8,7.1,7.9,721.0,1067.0,3.2,8.12,9.0,70.0,430.0,540.0,15.6,0,1,0,0,0
18.0,29.0,0.3,4.0,6.8,8.4,497.0,1376.0,2.6,6.32,4.0,34.0,26.0,540.0,8.5,0,1,0,0,0
24.0,29.0,0.3,5.4,7.1,8.2,501.0,1138.0,2.08,7.22,2.0,60.0,94.0,540.0,8.1,0,1,0,0,0
24.0,31.0,0.3,3.8,7.2,7.9,1142.0,1460.0,2.2,9.32,8.0,94.0,280.0,430.0,8.5,0,1,0,0,0
22.0,28.0,0.3,4.1,7.1,8.4,1124.0,2128.0,2.2,6.22,11.0,39.0,350.0,430.0,5.6,0,1,0,0,0
25.0,30.0,0.3,3.6,7.2,7.6,1037.0,1735.0,3.8,8.75,12.0,48.0,430.0,540.0,15.0,0,1,0,0,0
24.0,28.0,0.3,1.2,7.1,7.8,946.0,1496.0,2.6,12.02,12.0,40.0,430.0,540.0,10.0,0,1,0,0,0
25.0,32.0,0.3,3.3,6.9,7.7,808.0,1367.0,2.7,5.8,17.0,63.0,430.0,540.0,13.5,0,1,0,0,0
25.0,28.0,2.2,4.4,6.8,7.7,456.0,967.0,2.6,4.3,2.0,31.0,350.0,430.0,3.0,0,1,0,0,0
25.0,26.0,5.6,6.8,7.1,7.9,450.0,919.0,4.09,18.1,2.0,10.0,20.0,48.0,2.8,0,1,0,0,0
22.0,27.0,0.3,4.1,7.7,8.4,935.0,1347.0,1.1,7.04,8.0,38.0,350.0,540.0,10.6,0,1,0,0,0
20.0,28.0,0.6,4.8,7.2,8.5,544.0,1121.0,2.9,4.2,2.0,33.0,350.0,540.0,3.1,0,1,0,0,0
25.0,32.0,0.3,4.1,6.9,7.8,1167.0,2144.0,2.6,13.4,10.0,39.0,350.0,540.0,10.5,0,1,0,0,0
25.0,30.0,0.3,0.3,6.8,8.2,805.0,1556.0,4.4,11.64,10.0,58.0,350.0,1600.0,11.0,0,1,0,0,0
25.0,30.0,0.3,0.3,7.1,7.9,925.0,1804.0,3.2,7.8,21.0,41.0,430.0,540.0,13.0,0,1,0,0,0
25.0,32.0,0.3,3.4,6.9,7.6,1140.0,1956.0,3.62,21.02,12.0,70.0,350.0,920.0,10.5,0,1,0,0,0
25.0,29.0,0.3,2.6,7.1,7.7,919.0,1763.0,2.0,14.02,12.0,48.0,350.0,540.0,9.7,0,1,0,0,0
25.0,29.0,0.3,3.4,7.1,7.7,762.0,1350.0,3.2,6.2,7.0,31.0,430.0,1600.0,12.0,0,1,0,0,0
25.0,30.0,0.3,1.2,6.8,7.9,980.0,2233.0,2.86,11.16,6.0,41.0,430.0,540.0,15.5,0,1,0,0,0
25.0,32.0,0.3,4.1,7.7,8.4,826.0,1447.0,2.9,6.9,17.0,46.0,430.0,540.0,10.0,0,1,0,0,0
27.0,30.0,2.5,5.7,7.0,8.9,868.0,1662.0,10.02,30.0,4.0,350.0,21.0,1600.0,18.5,0,1,0,0,0
24.0,28.0,0.3,5.8,7.6,8.4,348.0,951.0,1.1,12.22,2.0,21.0,47.0,430.0,3.55,0,1,0,0,0
24.0,26.0,6.0,6.9,6.6,8.5,275.0,528.0,2.13,8.12,2.0,5.0,12.0,22.0,2.15,0,1,0,0,0
20.0,29.0,0.3,3.8,7.0,7.7,596.0,1606.0,2.6,8.62,7.0,39.0,350.0,540.0,10.1,0,1,0,0,0
23.0,28.0,4.9,6.4,7.2,8.7,131.0,643.0,0.3,3.92,2.0,6.0,17.0,120.0,1.45,0,1,0,0,0
25.0,34.0,0.3,5.2,7.1,8.3,495.0,1189.0,2.99,7.22,11.0,41.0,350.0,540.0,4.5,0,1,0,0,0
25.0,27.0,0.3,5.3,7.2,8.3,537.0,1084.0,2.4,9.1,11.0,43.0,350.0,430.0,9.75,0,1,0,0,0
24.0,32.0,0.3,3.6,6.8,7.6,823.0,1729.0,2.62,5.8,7.0,39.0,350.0,540.0,10.0,0,1,0,0,0
22.0,28.0,5.4,6.7,7.3,8.5,136.0,330.0,0.3,2.82,2.0,4.0,26.0,150.0,3.0,0,1,0,0,0
24.0,29.0,0.3,6.0,7.3,8.6,105.0,1350.0,1.0,11.22,4.0,31.0,58.0,430.0,7.5,0,1,0,0,0
22.0,26.0,5.6,6.6,7.0,8.1,732.0,1085.0,3.16,31.12,8.0,31.0,126.0,350.0,4.05,0,1,0,0,0
20.0,30.0,0.3,4.8,6.9,8.3,671.0,964.0,2.3,8.02,9.0,34.0,350.0,540.0,8.0,0,1,0,0,0
24.0,29.0,0.3,1.2,6.9,7.9,782.0,1836.0,2.3,7.44,6.0,120.0,430.0,540.0,9.0,0,1,0,0,0
22.0,30.0,0.3,2.6,7.0,8.0,1343.0,2026.0,2.6,11.72,3.0,43.0,350.0,540.0,7.0,0,1,0,0,0
22.0,27.0,0.3,2.3,7.2,8.4,731.0,1514.0,0.98,12.2,10.0,34.0,350.0,430.0,10.9,0,1,0,0,0
22.0,27.0,0.3,5.9,7.5,8.3,830.0,1068.0,0.68,9.02,12.0,79.0,350.0,480.0,6.9,0,1,0,0,0
24.0,28.0,0.3,2.2,7.2,8.2,873.0,1873.0,3.6,21.19,5.0,94.0,350.0,540.0,20.5,0,1,0,0,0
21.0,26.0,5.5,6.6,7.2,8.1,832.0,1138.0,3.12,15.14,6.0,15.0,100.0,210.0,2.7,0,1,0,0,0
22.0,30.0,0.3,1.2,7.1,8.2,1178.0,2330.0,3.2,17.22,13.0,49.0,430.0,540.0,6.9,0,1,0,0,0
6.0,9.0,9.0,9.6,7.2,8.4,355.0,3351.0,0.3,0.72,17.0,120.0,140.0,540.0,1.0,1,0,0,0,0
7.0,11.0,7.8,9.4,7.6,8.4,228.0,3843.0,0.3,0.96,7.0,84.0,210.0,540.0,1.0,1,0,0,0,0
7.0,11.0,8.1,9.4,7.4,8.5,348.0,4317.0,0.3,0.61,7.0,39.0,170.0,430.0,1.0,1,0,0,0,0
